ingredients,read_number,recipe_name 
原料：五花肉、土豆、胡萝卜、香菇、酱油、料酒、淀粉、姜丝、葱花、盐、白糖、鸡精。,,香菇土豆烩肉
原料：玉米粒、苹果、香蕉、面粉、牛奶、马苏里拉碎、番茄酱、黄油、糖、酵母粉。,,水果玉米披萨
原料：芹菜、虾仁、油、蚝油、蒜、大料。,,虾仁炒芹菜
原料：黄瓜、蒜、盐、糖、陈醋、麻油、酱油、辣椒油、香油。,,蓑衣黄瓜
原料：牛腩、豆腐、青蒜、黑木耳、盐。,,牛腩煮豆腐
原料：菜心、生抽、鲜味酱油、蚝油、白糖、醋。,,白灼菜心
原料：青辣椒、辣椒酱、剁椒、盐、生抽。,,辣椒酱炒辣椒
原料：鹌鹑蛋、青椒、番茄沙司、生抽、盐、白糖。,,茄汁虎皮鹌鹑蛋
原料：大虾、海鲜酱油、糖、植物油。,,油焖大虾
原料：牛油果、原味酸奶、冰糖粉。,,牛油果奶昔
原料：腊肉、香芹、朝天椒、青椒、花生油、大蒜、盐、味精。,,地道湖南农家小炒腊肉
原料：多春鱼、面粉、盐、味精、葱、姜、花椒、料酒。,,酥炸多春鱼
原料：低筋面粉、可可粉、泡打粉、糖粉、黄油、牛奶、黑巧克力、鸡蛋。,,浓情巧克力玛德琳
原料：鲜牛肉、盐、植物油、孜然粉、八角粉、生抽、辣椒粉、生粉、香葱、花椒粉。,,牙签牛肉
原料：南瓜泥、面粉、酵母、白糖、果干、黑芝麻。,,南瓜果粒千层糕
原料：猪脚、香芋、盐、酱油、老干妈、油。,,香芋蒸猪脚
原料：土豆、猪排骨、盐、黑豆豉、姜、油。,,土豆蒸排骨
原料：韭菜、鸡蛋、玉米油、精盐、姜粉。,,#妈妈的味道#韭菜炒鸡蛋
原料：面粉、绿豆芽、韭菜、面筋、粉皮、鸡蛋、虾皮、姜、盐、味精、香油。,,绿豆芽素锅贴
原料：香葱肉泥、蛋皮。,,肉泥蛋卷
原料：鸡爪、花椒、八角、小茴香、白糖、葱、油炸辣椒、熟芝麻、香油、米椒、香菜、盐、生抽、老抽、胡麻油、姜。,,红油凤爪
原料：油豆腐、糯米粉、香葱、白糖、莲子、五花肉、盐。,,莲子葱香酿豆腐
原料：青蒜、鸡蛋、玉米油、精盐、姜粉。,,#妈妈的味道#青蒜炒鸡蛋
原料：鸡翅、盐、面包糠、蛋液、奥尔良鸡翅粉、生粉。,,酥皮鸡翅--烤箱
原料：角瓜、红椒、葱、蒜、酱油、盐、油。,,#妈妈的味道#角瓜炒红椒
原料：面粉、猪油、椰蓉、植物油、牛奶、水、色素、糖。,,荷花酥
原料：戚风蛋糕胚、动物奶油、各色水果。,,水果奶油蛋糕
原料：窄带鱼、盐、辣椒粉、葱、姜、味精、十三香、白糖、料酒、生抽。,,罐头带鱼
原料：鲜猪蹄、盐、甜酒、生抽。,,香酥猪蹄---空气炸锅
原料：带鱼、芹菜、姜丝、鸡粉、盐。,,芹菜煮带鱼
原料：猪皮、盐、甜酒、生抽。,,香酥猪皮--空气炸锅
原料：花菜、五花肉、食用油、盐、糖、生抽、老抽、葱、姜、沙茶酱、青椒、红椒。,,干锅花菜
原料：草鱼头、番茄、姜、葱、料酒、盐。,,番茄鱼头汤
原料：鲫鱼、盐、植物油、香葱、姜、蒜瓣。,,鲫鱼汤
原料：低筋面粉、鸡蛋、细砂糖、火龙果汁、玉米油、淡奶油。,,火龙果蛋糕卷
原料：油豆腐、五花肉、糯米、枣丁、红豆、白糖、盐。,,枣丁肉香酿豆腐
原料：油豆腐、糯米粉、香葱、白糖、莲子、五花肉、盐。,,莲子葱香酿豆腐
原料：青蒜、鸡蛋、玉米油、精盐、姜粉。,,#妈妈的味道#青蒜炒鸡蛋
原料：鸡翅、盐、面包糠、蛋液、奥尔良鸡翅粉、生粉。,,酥皮鸡翅--烤箱
原料：角瓜、红椒、葱、蒜、酱油、盐、油。,,#妈妈的味道#角瓜炒红椒
原料：面粉、猪油、椰蓉、植物油、牛奶、水、色素、糖。,,荷花酥
原料：戚风蛋糕胚、动物奶油、各色水果。,,水果奶油蛋糕
原料：窄带鱼、盐、辣椒粉、葱、姜、味精、十三香、白糖、料酒、生抽。,,罐头带鱼
原料：鲜猪蹄、盐、甜酒、生抽。,,香酥猪蹄---空气炸锅
原料：带鱼、芹菜、姜丝、鸡粉、盐。,,芹菜煮带鱼
原料：猪皮、盐、甜酒、生抽。,,香酥猪皮--空气炸锅
原料：带皮羊腿肉、白萝卜、老姜、大葱、芹菜、五香、豆瓣酱、老抽、橘子皮。,,白萝卜红烧羊肉
原料：鸡翅中、辣椒油、调味盐、五香粉、白糖、老抽、生抽、花椒面、孜然粉、熟白芝麻。,,#微波炉美食#吮指蜜汁孜香烤凤翅
原料：蛋挞皮、鸡蛋、牛奶、白糖、芝士。,,蛋挞
原料：五花肉、芝麻、鸡蛋、香菇、生姜、鸡精、陈醋、盐。,,潮音潮人：芝麻姜猪肉
原料：带鱼、盐、胡椒粉、料酒、葱、姜、干淀粉。,,香酥带鱼
原料：五花肉、盐、甜酒。,,香酥东坡肉---空气炸锅
原料：里脊肉、荸荠、小米、蛋清。,,小米荸荠肉丸
原料：猪脚、盐、老干妈、甜酒、姜、油、生抽。,,虎皮猪脚---空气炸锅
原料：细玉米面、黄豆面、白糖、牛奶、无铝泡打粉。,,奶香小窝头
原料：虾、粉丝、白菜、大蒜、酱油、蚝油、白糖、葱。,,白菜粉丝蒸虾
原料：黄油、糖粉、盐、低粉、核桃仁。,,雪球
原料：雪菜、猪瘦肉、湿面条、葱、姜、蒜、花菇、花生油、料酒、生抽、蚝油、淀粉、白胡椒粉、香油、盐、水。,,雪菜肉丝面
原料：糯米粉、红糖、面粉。,,红糖汤圆
原料：莲藕、糯米、红枣、桂花、白糖、红菜头。,,桂花糖藕，甜软粉糯才好吃
原料：鸡蛋、鸡柳、黄瓜、胡椒粉、沙拉酱。,,荤素鸡蛋盒子
原料：鸡蛋、鸡柳、黄瓜、胡椒粉、沙拉酱。,,荤素鸡蛋盒子
原料：土豆、韭菜、五花肉、食用油、盐、十三香。,,韭菜土豆丝
原料：玉米面条、圆葱、香肠、油菜、食用油、盐、酱油、蚝油、十三香、红椒丝。,,素炒玉米面条
原料：白菜、火腿、油、姜、葱、十三香、蚝油、酱油、盐。,,火腿白菜片
原料：中筋面粉、鸡蛋、青瓜、红椒、叉烧肉、温开水、酵母粉、生抽、蚝油、盐、生菜。,,肉夹馍
原料：低筋面粉、土豆、无盐黄油、盐、食用小苏打。,,土豆苏打饼干
原料：白菜、油面筋、植物油、盐、香醋、砂糖、鸡粉、生抽、葱花。,,糖醋白菜面筋
原料：斑鱼、党参、淮山、枸杞、姜、食用油、盐。,,斑鱼汤
原料：土鸡、泡发鱼胶、党参、黄芪、料酒、盐、姜片、葱。,,黄芪党参炖鱼胶鸡汤
原料：腊肠、青瓜、酱油、生蚝油、胡椒粉。,,黄瓜炒腊肠
原料：元蘑、青椒、胡萝卜、油、盐、五香粉、葱、姜、味极鲜酱油、蘑菇粉。,,元蘑炒青椒
原料：金钱腱、八角、桂皮、草果、酱青、老抽、冰糖、丁香、小茴香、花椒、姜片、葱段、大蒜。,,酱牛肉
原料：芒果、哈蜜瓜、猕猴桃、草莓、蓝莓、橙子。,,水果拼盘
原料：藜麦、原味酸奶、牛初乳奶豆腐、草莓、牛油果、枫糖浆。,,藜麦水果沙拉
原料：大肉馄饨馅、面粉、生粉、麻椒粉、花生油。,,香炸肉丸
原料：香菜、小米辣、红椒、蒜片、生抽、米醋、蚝油、盐、香油。,,捞汁儿香菜
原料：毛豆、黄豆粒、胡萝卜、葱、色拉油、酱油、盐、十三香、鸡精。,,三色炒豆
原料：西红柿、鸡蛋、色拉油、盐、十三香。,,西红柿炒鸡蛋
原料：生蚝、大蒜、香菜、姜、色拉油、盐、酱油、蚝油、鸡精。,,蒜蓉蒸生蚝
原料：排骨、莲藕、胡萝卜、玉米、盐、水、生姜。,,莲藕胡萝卜玉米排骨汤
原料：腊肠、荷兰豆、胡萝卜、玉米粒、酱油、花生油、盐、蒜头。,,多彩杂蔬炒腊肠
原料：土鸡腿、泡发鱼胶、干贝、料酒、姜片、盐、葱。,,干贝鱼胶炖鸡汤
原料：娃娃菜、葱、糖、辣椒油、醋、酱油、盐、麻油、香油。,,素拌娃娃菜
原料：莲藕、干红辣椒、蒜、盐、花椒、植物油、醋。,,香辣藕片
原料：老黄瓜瓤、土豆、食用油、盐、鸡精、香菜。,,老黄瓜土豆汤
原料：大米、小米、玉米碴、糯米、红稻米、红豆、莲子、桂圆肉、花生米、栗子、红枣。,,枣栗桂圆腊八粥
原料：鸡腿肉、蒜、姜、干辣椒、生抽、陈醋、油。,,辣香鸡
原料：鸡腿、椰青、椰浆、香茅、姜。,,椰青炖鸡
原料：低粉、可可粉、糖、鸡蛋、牛奶、植物油、淡奶油。,,可可毛巾卷
原料：人造肉、小米椒、八角、桂皮、香叶、麻椒、芝麻辣椒油、生抽、蚝油、色拉油、十三香、醋、白糖、盐、姜、葱。,,人造肉版辣条
原料：鸡蛋、牛奶、黄油、低筋面粉、糖粉、香草精、热水、淡奶油、水果。,,魔法蛋糕
原料：西红柿、鸡蛋、葱、盐、糖。,,西红柿炒鸡蛋
原料：培根、金针菇、芦笋、奶酪、盐。,,培根奶酪高升卷
原料：普通中筋面粉、澄面、油、热开水、紫薯粉、糯米饭、干香菇、培根、老抽、盐、糖。,,花儿朵朵之【双色培根烧卖】 
原料：鲤鱼、海带、葱花、生姜。,,海带鲜鲤鱼汤
原料：海参、黄瓜、香菜、糖、芥末、蒜茸、鸡精、香油、蚝油。,,海参拌黄瓜
原料：牛腩、胡萝卜、盐、油、花椒、姜、八角、香叶、大葱、老抽、生抽、豆瓣酱、干辣椒。,,胡萝卜炖牛腩
原料：面粉、泡打粉、酵母粉、红糖、温水。,,新年气氛发粿
原料：番茄、大红肠、卷心菜、番茄罐头、番茄沙司、糖、盐、食用油。,,罗宋汤
原料：红豆、酸菜、小葱、生姜、大蒜、干辣椒、盐、味极鲜、油。,,酸菜红豆
原料：干海带丝、鸡肉、四季豆、生粉、酱油、盐、料酒。,,肉末海带
原料：猪肉、盐、姜、花椒、香菜叶、淀粉、生抽、胡椒粉。,,珍珠丸子
原料：面粉、生菜、香葱、盐、花生油、胡椒粉、蒜蓉辣酱、五香粉、芝麻粉。,,葱香芝麻酱油饼
原料：面团、猪肉、芹菜叶、大葱、盐、蚝油、凉水。,,猪肉芹菜叶饺子
原料：鸡蛋、低筋面粉、无味色拉油、牛奶、糖、糖、糖、淡奶油、草莓、蓝莓、手指饼干、白醋。,,草莓蛋糕
原料：面粉、水、酵母粉、葱、花生油、盐。,,葱香花卷
原料：鱿鱼、榨菜、香芹、朝天椒、青椒、大蒜、食用花生油、麻油、盐、味精。,,小炒鱿鱼
原料：面粉、猪油、温水、葱、盐。,,猪油葱香饼
原料：面粉、南瓜、鸡蛋、黑木耳、葱、食用油、盐、花椒粉、姜粉、老抽、生抽、香油、鸡精、酵母粉、清水。,,南瓜鸡蛋包子
原料：榴莲、糯米、红糖、核桃、枸杞、葡萄干、桂花、红枣。,,家里榴莲干没吃完，做点榴莲饭
原料：鸡翅根、烤肉酱、蜂蜜。,,懒人烤鸡翅
原料：苹果、白砂糖、柠檬汁。,,苹果酱
原料：小米、燕麦、黄豆、水。,,燕麦小米豆浆
原料：小米、黄豆、高粱米、谷物麦片、水。,,高粱小米豆浆
原料：鸡腿、奥尔良腌料、炸粉、食用油。,,脆皮炸鸡腿
原料：红薯、山药、黄豆、燕麦片、水、谷物麦片。,,红薯山药燕麦豆浆
原料：虾仁、鸡蛋、葱花、盐、料酒、淀粉、姜、胡椒粉。,,葱花虾仁
原料：莲藕、米醋、盐、糖、辣椒、蒜头、姜、葱花、香菜。,,酸辣藕片
原料：羊肉、大葱、盐、生抽、老抽、料酒、白糖。,,葱爆羊肉
原料：蘑菇、番茄酱、白糖、白醋、生抽、食用油。,,茄汁蘑菇
原料：鲜蘑、淀粉、孜然粉、十三香。,,干炸鲜蘑
原料：猪蹄、盐、葱、姜、料酒、老抽、生抽、桂皮、八角、花椒、小茴香、香叶、辣椒面、蒜、干辣椒、熟白芝麻、孜然粉、五香粉、玉米淀粉。,,脆皮猪蹄
原料：土豆、西芹、盐、白糖、葱丝、蒜末、辣椒丝、食用油。,,炝拌土豆芹菜
原料：棉花糖、奶粉、菠萝椰子粉、黄油、蔓越莓、黑加仑、蓝莓干、芒果干、花生碎。,,椰香果脯牛轧糖
原料：鲤鱼、盐、葱、姜、胡椒粉、豆酱、味达美、香醋、五香粉、料酒、胡椒、香菜。,,油泼大鲤鱼
原料：细玉米面、中筋面粉、葱、生抽、盐。,,葱油玉米面条
原料：猪皮、盐、调味酱、料酒。,,云卷肉皮
原料：肋排、西兰花、白糖、香醋、生抽、料酒。,,糖醋排骨
原料：羊肉卷、白菜、西红柿、麻椒、生抽、料酒、黑胡椒粉。,,白菜烧羊肉卷
原料：扁豆角、排骨、生抽、盐。,,豆角烧排骨
原料：土豆、淀粉、黑胡椒。,,土豆丸子
原料：青菜、豆腐、香干、面粉、酵母、水、盐、生抽、五香粉。,,青菜豆腐包
原料：鸡蛋、啤酒、生抽、老抽、大料。,,啤酒卤鸡蛋
原料：海带结、自制豆腐、盐、油、浓汤宝、五香粉。,,海带豆腐汤
原料：山药、红枣、红糖。,,冰雪聪明
原料：羊肉、青萝卜、胡萝卜、料酒、生抽、盐。,,青红萝卜烧羊肉
原料：牛肉、菜椒、杏鲍菇、料酒、生抽、蚝油。,,彩椒烧牛肉
原料：西兰花、杏鲍菇、胡萝卜、火腿肠、浓汤宝、盐、淀粉。,,上汤西兰花杏鲍菇
原料：杏鲍菇、葱蓉、油、盐焗鸡粉、胡椒粉、盐。,,清蒸杏鲍菇
原料：糍粑、鸡蛋清、白糖。,,白糖糍粑
原料：高筋面粉、牛奶、波兰酵种、糖、盐、椰子油、干酵母、椰蓉、黄油、糖、蛋液。,,新年心美食 椰香吐司
原料：鸡胸肉、洋葱、土豆、胡萝卜、盐、油、咖喱。,,四人厨丨咖喱鸡
原料：口蘑、小排、料酒、生抽。,,口蘑焖排骨
原料：猪皮、八角、桂皮、小茴香、姜片、葱段、老抽。,,雨花石水晶冻
原料：芹菜、猪瘦肉、面条、油、水、盐、生抽、鸡精。,,芹菜肉丝打卤面
原料：石斛、枸杞、清水。,,石斛枸杞茶
原料：胡萝卜、朩耳、金针菇、香菜、蒜瓣、小米辣、盐、糖、蒸鱼豉油、麻油、玉米油。,,凉拌三丝
原料：猪肝、香芹、红椒、姜、蒜瓣、盐、糖、料酒、酱油、胡椒粉、生粉。,,芹菜炒猪肝
原料：普通面粉、鸡蛋、蒜、盐、生抽、白米醋、料酒。,,一人食手擀宽面
原料：黄油、黑巧克力、淡奶油、蜂蜜、椰蓉。,,北海道椰蓉生巧
原料：糍粑、米酒、鸡蛋、白糖。,,米酒蛋花煮糍粑
原料：黄瓜、紫菜、陈醋、蚝油、盐。,,黄瓜丝拌紫菜
原料：葡萄、苹果、猕猴桃、凉白开、绵白糖。,,葡萄苹果猕猴桃汁
原料：花蛤、鸡蛋、盐、料酒、葱、姜。,,花蛤蒸蛋
原料：面粉、牛奶、蜂蜜、糖、鸡腿肉、玉米粒、胡萝卜、青蒜、葱、姜、调和油、盐、蚝油、黄豆酱、料酒、黑胡椒粉、酵母。,,酱香鸡肉包
原料：奶油奶酪、牛奶、低筋面粉、黄油、细砂糖、鸡蛋、蜂蜜、柠檬汁。,,轻盈如云朵般的半熟芝士
原料：带骨牛肋条、煮肉料、麻辣奥尔良烤肉料。,,奥尔良烤牛肋
原料：牛肉馅、白萝卜、鸡蛋、生粉、生抽、料酒、盐、小葱、胡椒粉。,,小胡巴牛肉汤
原料：速冻小汤圆、藕粉、米酒、桂花酱、白糖。,,桂花糊米酒
原料：青椒、烤肠、黑胡椒碎、盐。,,煸青椒
原料：猪肚、竹笋、腐竹、蒜、姜、生抽、鲜花椒、红朝天椒、菜籽油、食盐、冰糖、十三香。,,红烧猪肚
原料：红心火龙果、香蕉、酸奶。,,我喜欢的火龙果香蕉酸奶
原料：面粉、胡萝卜、西红柿、鸡蛋、葱、黄瓜、圆白菜、调和油、盐、自制香菇酱。,,胡萝卜素面
原料：雀巢奶油、糖、白醋。,,奶油
原料：低筋面粉、鸡蛋、玉米油、白糖、牛奶、奶油、白糖、玫瑰。,,芭比公主蛋糕
原料：焦三仙、干橘子皮。,,橘皮焦三仙
原料：吐司、香肠、玉米粒、香葱、马苏拉里奶酪、番茄酱。,,吐司花朵披萨
原料：面粉、南瓜泥、大枣、酵母粉。,,南瓜枣花馍
原料：猕猴桃。,,猕猴桃拼盘
原料：吐司面包、苹果、草莓酱、马苏里拉奶酪。,,吐司焗苹果
原料：蒜薹、腊香肠、食盐、白糖、生抽。,,仙草阁私房菜（无肉不欢）--正月初九儿时的回忆腊肠蒜薹
原料：消化饼干、黄油、酸奶慕斯底、糖霜、酸奶、淡奶油、吉利丁粉、芒果、红心猕猴桃、奶酪、抹茶芝士慕斯、奶酪、糖霜、淡奶油、牛奶、吉利丁粉、抹茶粉、可可粉。,,抹茶双味芝士生日蛋糕
原料：沙糖桔、香蕉、猕猴桃、蜜饯。,,夏威夷风情
原料：韭黄、虾仁、生姜、红辣椒、盐、胡椒粉、糖、蚝油、生粉、油。,,韭黄炒虾仁
