ingredients,read_number,recipe_name 
原料：猪肉、糯米、鸡蛋、盐、香油、淀粉。,,珍珠糯米丸
原料：牛腩、土豆、油、盐、干辣椒、姜、八角、水、料酒、老抽、酱油。,,土豆炖牛腩
原料：干豆腐、粉丝、肉馅、火腿、黄瓜、胡萝卜、白菜、小葱、香菜、油、蚝油、酱油、蒜、糖、苹果醋、太椒。,,丰收凉菜
原料：角瓜、胡萝卜、蒜、酱、油、姜、味精。,,酱炒角瓜片
原料：濑尿虾、生姜、红辣椒、香菜、蒜头、生抽、醋、鸡精、盐。,,潮音潮人：潮汕生腌虾姑
原料：低筋面粉、牛奶、食用油、鸡蛋、细砂糖。,,8寸戚风（嵌入式烤箱）
原料：胡萝卜、面粉、酵母、白糖、水。,,棒棒糖馒头
原料：葱白、羊肉卷、油、盐、干辣椒、淀粉、生抽、老抽、米醋。,,葱爆羊肉卷
原料：五花肉、八角、桂皮、香叶、生抽、老抽、蚝油、料酒、白糖。,,红烧肉
原料：山药、玉米、排骨、葱、水、盐、料酒、姜。,,山药玉米排骨汤
原料：鸡蛋、香菇、葱、香菇酱、盐、油、生粉、水淀粉、水。,,风味香菇炒鸡蛋
原料：香菇、猪肉、蚝油、生抽、老抽、鸡蛋、白菜、西红柿、水、料酒、盐。,,清淡丸子汤
原料：蒜苗、鸭血、鸡精、油、小米椒、姜末、大葱、料酒。,,蒜苗炒鸭血
原料：糯米粉、红豆馅、水。,,红豆沙汤圆
原料：大薯、银耳、葡萄干。,,银耳大薯羹
原料：熟猪肘子、发芽葱、郫县豆瓣酱、姜、蒜片、生抽。,,#妈妈的味道#回锅肘子
原料：猪肉末、鹌鹑蛋、姜、香菇、胡萝卜、葱、鸡蛋、食用油、盐、料酒、生粉、蚝油、十三香。,,鹌鹑蛋肉丸
原料：南瓜、面粉、豆沙馅、白糖、酵母。,,红豆沙花包
原料：黄油、蛋清、糖粉、低粉、蓝莓果酱。,,蓝莓果酱曲奇
原料：芝麻、酵母、食用油。,,芝麻花卷
原料：梭子蟹、土豆、葱、姜、蒜、美人椒、豆豉辣酱、酱油、盐、香芹、料酒、香料、食用油。,,香辣蟹
原料：鸡腿、黄瓜、干辣椒、甜面酱、豆瓣酱、生抽、胡椒粉、料酒、淀粉、鸡粉、十三香、葱、姜。,,酱爆鸡丁
原料：大米、土豆、甜豌豆、腊肠、盐。,,腊肠土豆焖饭
原料：鲈鱼、葱丝、姜丝、蒜片、蒸鱼豉油、白糖、生抽、香醋。,,清蒸鲈鱼
原料：大米、茨菰、豆油。,,茨菰粥
原料：鸡腿、面粉、五香粉、盐、油。,,炸鸡腿
原料：排骨、黑豆、党参、当归、干香菇、姜、盐。,,黑豆当归排骨汤
原料：鸭子、酸笋、酸辣椒、酸姜、酸芥头、酸黄皮、酒、酱油、老抽、糖、盐、八角。,,老友鸭
原料：带鱼、料酒、甜酒、生姜、辣椒、盐、食用油。,,红烧带鱼
原料：豆腐、糙米、大米、番茄酱。,,豆腐焖饭
原料：猪心、黑豆、莲藕、瘦肉、红枣、生姜、盐。,,黑豆莲藕猪心汤
原料：荷兰豆、腊肠、蒜、盐、油。,,腊肠炒荷兰豆
原料：棉花糖、小葫芦饼干、黄油、奶粉、紫薯粉、果干、花生碎、雪花粉。,,紫薯雪花酥
原料：活鲫鱼、花椒、葱、陈醋、生抽、白糖、食盐、食用油、料酒、大料、姜、蒜。,,红烧鲫鱼
原料：青菜、杏鲍菇、油、盐、糖、鸡精。,,#妈妈的味道#青菜炒杏鲍菇
原料：高筋粉、牛奶、蛋液、白糖、色拉油、酵母、盐、南瓜泥、红曲酒糟、蓝莓果酱。,,福满中国，能看能吃的狗头福，把福勾到家！
原料：小黄鱼、油、盐、黄酒、姜。,,#妈妈的味道#干煎小黄鱼
原料：低筋面粉、黄油、白砂糖、鸡蛋、糖粉。,,量身定制曲奇饼干
原料：金华火腿、干贝尖、鲜花蛤、鸡翅根、莲藕、嫩豆腐、胡萝卜、盐、胡椒粉。,,火腿鲜贝豆腐汤
原料：培根、鸡蛋、胡萝卜、芝士片。,,爆竹培根卷
原料：全麦面包、鸡蛋、香肠、紫甘蓝、沙拉酱。,,紫甘蓝双层三明治
原料：杏仁、水、核桃仁。,,杏仁核桃露（豆浆机版）
原料：花生、黑芝麻、白糖。,,花生芝麻糖
原料：鸭肉、酸辣椒、酸藠头、酸姜片、酸柠檬、大蒜头、生抽、油、盐、料酒、白糖。,,柠檬鸭-酸辣爽口补元气
原料：糯米粉、年糕、糖。,,南瓜年糕汤圆
原料：鸡蛋、盐、凉拌酱油。,,蒸蛋
原料：鸡蛋、火腿肠、圆葱、食用碱、蒜蓉辣酱、孜然粉。,,孜然炒实蛋
原料：面粉、热水、猪油渣、香葱、五香粉、盐。,,五香油渣饼
原料：苹果、盐。,,苹果干
原料：白玉菇、鸡蛋、盐、五香粉、淀粉。,,妈妈的味道 香炸白玉菇
原料：腊肠、土豆、酱油、香油、麻油、葱。,,当腊肠遇到马铃薯
原料：桃胶、雪莲子、银耳、冰糖、红枣、枸杞。,,桃胶雪莲子银耳羹
原料：瘦肉、茄子、食盐、胡椒粉、酱油、蚝油、花生油。,,茄子夹肉
原料：凉薯、胡萝卜、荷兰豆、黑木耳、葱、干辣椒、食用油、盐、生抽、香醋、蒜泥蚝汁。,,凉拌凉薯
原料：全麦面包、菠菜、南瓜泥、香肠、鸡蛋、紫甘蓝。,,南瓜泥三明治
原料：馒头、鸡蛋、葱花、盐。,,葱花咸味鸡蛋煎馒头
原料：生蚝、韭菜、姜、蒜、葱、花椒粉、胡椒粉、鸡粉、美极鲜味汁儿、盐、淀粉。,,韭菜炒生蚝
原料：葱、面条、生抽、老抽、白糖、油、油麦菜。,,葱油拌面
原料：菠菜、熟花生、大蒜、盐、白糖、白醋、味精、辣椒油。,,凉拌菠菜
原料：大虾、粉条、剁椒、葱丝、木耳、生抽。,,营养美味的剁椒粉条蒸虾花
原料：大米、薏米、花生、枸杞。,,妈妈的味道～薏米花生粥
原料：火腿、蒜薹、干豆腐、油、姜、蚝油、酱油、十三香、水淀粉、盐、葱、干椒。,,“妈妈的味道”火腿蒜薹干豆腐
原料：面粉、水、酵母、面粉、植物油、猪肉馅、蚝油、生抽、花椒粉、熟玉米粒、大葱末、姜末。,,妈妈的味道～猪肉火烧
原料：干豆腐、火腿、油、葱、姜、蒜、十三香、花椒粒、蚝油、糖、盐、酱油、水淀粉。,,“妈妈的味道”肉冒火腿干豆腐丝
原料：面条、馄饨、土豆、胡萝卜、圆葱、蒜苗、盐、花椒面、酱油、瘦肉。,,土豆馄饨面
原料：黄瓜、蚝油、葱、香菜、蒜、糖、辣子油、香油、盐、太椒、苹果醋。,,“妈妈的味道”拍黄瓜
原料：羊排、海盐、黑胡椒、香草、红酒、黑芝麻牛油果油。,,年夜饭分享【香煎羊排】
原料：带鱼、鸡蛋、淀粉、面粉、生抽、老抽、糖、料酒、白醋、葱、盐、姜、蒜。,,回锅带鱼
原料：丝苗米、广式腊肠、广式腊肉、菜心、色拉油、李锦记煲仔饭酱油。,,腊味煲仔饭
原料：龙须面、猪肥膘、生抽、盐、香葱、蒜苗。,,#妈妈的味道#阳春面
原料：河蚌、五花咸肉、冬笋、盐、料酒、姜片、葱。,,咸肉炖河蚌
原料：青菜、炸鱼条、盐、油。,,炒青菜
原料：鸡腿、色拉油、料酒、奥尔良烤鸡腌料、盐、鸡粉、白胡椒粉、中粉、玉米淀粉、小苏打、鸡蛋、清水。,,自制鸡米花
原料：牛蛙、洋葱、蒜头、生姜、香菜、植物油、料酒、蚝油、生抽、盐、砂糖、白胡椒粉、姜汁、淀粉。,,牛蛙煲
原料：猪肋排、芋头、盐、姜片、料酒、陈皮。,,芋头炖排骨
原料：油麦菜、大蒜、花生油、蚝油、盐、味极鲜酱油、香油、水。,,妈妈的味道之蒜香油麦菜
原料：干鱼仔、猪肉、黄瓜、湿面条、花生油、葱、豆瓣酱、味极鲜酱油、料酒、水。,,妈妈的味道之鱼籽炸酱面
原料：带鱼、葱、姜、蒜、八角、花椒、香叶、五香粉、花生油、料酒、盐、鸡精、香醋、生抽、白糖、水。,,妈妈的味道之五香带鱼
原料：鸡蛋、低筋粉、细砂糖、盐、玉米油、水、去皮白芝麻、香葱。,,芝麻香葱戚风蛋糕
原料：低筋面粉、鸡蛋、细沙糖、盐、玉米油、牛奶、柠檬汁、草莓、淡奶油。,,草莓奶油蛋糕卷
原料：鲫鱼、白萝卜、姜、葱、料酒、盐、食用油。,,萝卜丝鲫鱼汤
原料：鸡蛋、牛奶、色拉油、糖、低筋面粉、柠檬汁。,,戚风蛋糕（小白操作）
原料：鸡腿、葱、斑兰叶、花椒、鸡汤、小米辣、洋葱、泰式香米、香茅、香油、生抽、柠檬叶、姜、蒜、大料。,,海南鸡饭
原料：猪蹄、葱、姜、花椒、八角、十三香、盐、红烧酱油。,,酱猪蹄
原料：猪瘦肉、油、盐、味精、胡椒粉、淀粉、蛋。,,客家猪肉丸
原料：面条、豆角、西红柿、猪肉、葱、姜、蒜、油、盐、酱油、干辣椒、八角。,,豆角西红柿面
原料：扇贝、葱、姜、小米辣、酱油。,,蒜蓉扇贝
原料：糊糊面、水、蜂蜜。,,＃妈妈的味道＃煮糊糊面
原料：阿根廷红虾肉、土豆泥、盐、白胡椒、奶酪粉、面包糠。,,黄金奶酪虾球
原料：生粉、水、盐。,,简单片凉粉
原料：糯米粉、红豆、红枣、葡萄干。,,年糕
原料：杏仁粉、糖粉、蛋白、细砂糖、蛋白粉、水、馅料、色粉。,,汉堡马卡龙
原料：鸡蛋、玉米油、橙汁、细砂糖、低筋面粉、香橙、柠檬汁。,,香橙戚风
原料：面粉、紫薯、羊肉、青萝卜、葱、油、姜粉、盐、五香粉、花椒油。,,紫气东来
原料：鲜虾、葱、姜、蒜、酱油、米醋、盐、白糖、料酒。,,油焖虾
原料：牛腩、土豆、胡萝卜、葱、姜、蒜、香葱、酱油、辣椒面、白糖、料酒、盐、大料、花椒粉。,,牛腩炖土豆
原料：羊肉、香芹、盐、花椒水、料酒、胡椒粉、葱末、姜末、蛋清、淀粉。,,香芹肉丸汤
原料：藕、荷兰豆、对虾、盐、姜末、白胡椒粉、蒜。,,荷塘小炒
原料：棉花糖、无盐黄油、奶粉、抹茶、巴旦木、葡萄干、枸杞子、海盐、饼干。,,海盐抹茶雪花酥（面包机版）
原料：内酯豆腐、咸鸭蛋黄、食用油、盐。,,鸭黄蒸豆腐
原料：土豆泥、西红柿、白糖、蜂蜜、水淀粉、盐、黑胡椒粉。,,烈焰土豆泥
原料：鲜藕、盐、生抽、老抽、蚝油、陈醋、料酒、白糖、葱、姜、蒜、淀粉、植物油、小米椒、鸡精。,,酸辣藕丁
原料：面粉、紫薯、西红柿、对虾、荷兰豆、盐、料酒、胡椒粉、姜末。,,紫薯番茄大虾面
原料：圣女果、胡萝卜、黄瓜、海苔、黑芝麻。,,龙虾餐盘画
原料：猪肉馅、白萝卜、胡萝卜、酱油、鸡蛋、淀粉、面粉、十三香、盐、葱、姜。,,萝卜肉丸子
原料：西红柿、土豆、葱花、睡、油、盐、十三香、鸡精。,,西红柿土豆汤
原料：蛋黄、玉米油、柠檬汁、糖粉、醋。,,自制沙拉酱
原料：山楂、黑米、糯米、白糖、水、油。,,黑米冰糖葫芦
原料：棉花糖、奶粉、花生、葡萄干、黄油。,,牛轧糖
原料：莲藕、盐、陈醋、芥末油。,,‘妈妈的味道’凉拌藕片
原料：苹果、鸡蛋、面包糠、芡粉、面粉、水、油。,,香酥苹果
原料：大枣、糯米粉、水。,,糯米枣
原料：面粉盐、酵母、白糖、食用碱、盐、熟油、花椒面、大料面。,,饼子
原料：排骨、玉米、莲藕、香菇、红萝卜、葱段、姜、料酒、醋、盐。,,小年――清淡炖排骨
原料：年糕、油菜、鸡蛋、西红柿、炸豆腐、丸子、白菜、香菇、干辣椒、食盐、五香粉、酱油。,,烩年糕
原料：大白菜、泡发粉丝、肉末、豆瓣酱、老抽、姜末、蒜末、葱花、鸡粉、料酒。,,肉末白菜烧粉丝
原料：老豆腐、香菇、豆瓣酱、生抽、老抽、小米辣、蒜苗、鸡粉。,,香菇豆腐煲
原料：面粉、菠菜、水、韭菜、鸡蛋、虾皮、盐、胡椒粉、味精。,,妈妈的味道～翡翠饺子
原料：松柳芽、青椒、肉丝、盐、鸡粉、料酒、胡椒粉、生粉、老抽。,,松柳芽炒肉丝
原料：鸡脯肉、花生仁、宁波切片年糕、生姜、十三香、蒜子、小灯笼干辣椒、花椒、白糖、料酒、盐、鸡粉、酱油、花生油。,,年糕鸡丁──2018年夜饭
原料：大虾、粉丝、蒜、剁椒、食用油、蒸鱼豆豉、清水。,,剁椒粉丝蒸虾
原料：牛奶、黄油、高筋面粉、酵母、糖、红曲粉、抹茶粉、温水。,,奶香花卷
原料：红辣椒、青椒、土豆、盐、味精、味极鲜。,,什锦炒饭
原料：黄瓜、苹果、草莓、酸奶。,,低脂酸奶杯
原料：皮蛋、肉、辣椒、姜。,,皮蛋炒肉
原料：西芹、泡发木耳、葱末、蒜末、小尖椒、油、姜粉、盐。,,西芹炒木耳
原料：糯米面、白糖、红豆馅、白芝麻、玉米油。,,香脆糯米芝麻红豆馅饼
原料：米饭、金枪鱼罐头、芝麻油、芝麻、盐、白糖、蘑菇酱、千岛酱、海苔。,,金枪鱼蘑菇海苔饭团
原料：虾、椒盐、孜然粉、大蒜、干辣椒、淀粉、料酒。,,香酥椒盐虾
原料：木瓜、莲子、银耳、冰糖。,,木瓜汤
原料：豆腐、葱、姜、蒜、红椒、盐、水淀粉、料酒。,,“妈妈的味道”煎豆腐
原料：猪脊骨、黄豆酱、生抽、老抽、香叶、葱、姜、盐、八角、桂皮。,,酱香猪脊骨
原料：皮皮虾、葱、姜、蒜、酱油、盐、美人椒、花椒、食用油。,,椒盐皮皮虾
原料：高粉、鸡蛋、牛奶、芝士片、糖、酵母、盐、白芝麻、黄油。,,芝士小餐包
原料：榴莲肉、玉米淀粉、面粉、黄油、鸡蛋、糖、水。,,广式层酥及榴莲馅的制作
原料：棉花糖、奶粉、花生米、蔓越莓、黄油。,,蔓越莓牛轧糖
原料：芥蓝、生姜、鱼露、盐、油。,,潮音潮人：姜蓉芥蓝
原料：金针菇、番茄、青椒丝、小蒜苗、食盐、酱油、白糖、白胡椒粉。,,番茄煨金针菇
原料：土豆、牛肉、葱、姜、花椒、八角、生抽、老抽、糖、盐、料酒。,,土豆炖牛肉
原料：鸡腿菇、尖椒、葱、蚝油、盐、糖、植物油。,,蚝油鸡腿菇
原料：牛肉、油、盐、酱油、料酒、大料、淀粉、葱、芝麻油、姜。,,扒牛肉条
原料：面粉、五花肉、豆皮、豇豆、白萝卜条、粉条、油、水、盐、五香粉、葱、姜、蒜。,,‘妈妈的味道’包子
原料：娃娃菜、火腿肠、皮蛋、盐、味精、水淀粉、糖。,,#妈妈的味道#火腿皮蛋娃娃菜
原料：韭菜、鸡蛋、面粉、虾皮、盐、味精、油、香油。,,#妈妈的味道#飘香韭菜盒
原料：里脊肉、胡萝卜、荸荠、香菇、生粉、五香粉、盐。,,珍珠丸子
原料：干豆腐、香菜、金针菇、色拉油、酱油、烧烤料。,,#妈妈的味道#――干豆腐香菜金针菇卷
原料：西红柿、紫菜、鸡蛋、香菜、盐、酱油、香油。,,#妈妈的味道#――西红柿紫菜蛋花汤
原料：面粉、白糖、色拉油。,,#妈妈的味道#――糖饼
原料：干香菇、油菜、肉馅、盐、酱油、味精、蒜、葱、花椒粉、淀粉。,,香菇扒油菜
原料：中筋面粉、奶粉、酵母、蔓越莓干、鸡蛋、麦牙糖、细砂糖、水。,,沙琪玛
原料：红豆、红枣、面粉、白糖、水、酵母粉。,,‘妈妈的味道’ 豆沙包
原料：鲈鱼、小番茄、去皮蒜仁、橄榄油、罗勒叶、盐、黑胡椒、鸡粉、白葡萄酒、清水。,,意大利蒜香罗勒炖鱼
原料：年糕、青菜、油、盐、味精。,,#妈妈的味道#青菜年糕汤
原料：瘦肉、胡萝卜丁、玉米粒、青豆、南瓜丁、火腿肠丁、蚝油、生抽、盐。,,五谷丰登
原料：花白莲、葱、八角、料酒、姜、蒜、花椒粉、郫县豆瓣酱、豆瓣酱、豆豉酱、生抽、盐、油、鸡粉。,,酱炖花白鲢
原料：面粉、葱、盐、十三香。,,“ 妈妈的味道 ”葱花油饼
原料：面粉、胡萝卜、槐花、猪肉、甜玉米粒、蚝油、十三香、盐、香油、鸡精、葱、姜。,,“ 妈妈的味道 ”胡萝卜槐花饺子
原料：玉米面、白面、葱花、盐、十三香、油、酵母粉。,,“ 妈妈的味道 ”葱花发面方饼
原料：苹果、红薯、蜂蜜。,,创意下午茶---红薯苹果盅
原料：排骨、莲藕、胡萝卜、莴笋、玉米、生姜、盐。,,时蔬排骨汤
原料：面粉、青萝卜、瘦肉末、蒜、葱、盐、花椒粒、白胡椒粉、鸡精。,,萝卜丝肉饼
原料：吐司、牛油果、鸡蛋、马苏里拉芝士、黑胡椒、盐。,,牛油果芝士烤吐司
原料：猪肺、葱、香菜、蒜、自制蒜蓉辣酱、孜然、盐、味精。,,#妈妈的味道#蒜蓉辣酱孜然爆炒肺片
原料：中筋粉、水、酵母、糖、南瓜粉、红曲粉。,,福袋豆沙包
原料：仔鸡、亚麻籽油、姜、大蒜、盐、毛葱、花生油、冰块。,,白斩鸡
原料：牛油果、酸奶、猕猴桃。,,牛油果慕斯杯
原料：油麦菜、干辣椒、大蒜、盐、玉米油。,,炝炒油麦菜
原料：面粉、奇亚籽混合粉、水、鸡蛋、葡萄籽油、辣椒酱。,,#妈妈的味道#杂粮鸡蛋饼
原料：芹菜、猪梅花肉、葱、干辣椒、生抽、盐、姜、鸡粉。,,芹菜炒肉
原料：棉花糖、黄油、奶粉、饼干、蔓越莓干、花生碎、南瓜子仁。,,雪花酥（家庭版）
原料：北极虾、粉丝、猪肉馅、蚝油、老抽、料酒、食盐、葱、白糖、姜。,,北极虾粉丝煲
原料：肘子、冰糖、黄酒、老抽、生抽、腐乳汁、八角、炖肉料包、香叶、白芷、草果、葱、食盐、姜。,,冰糖肘子
原料：羊肉、孜然粉、大葱、盐、生抽、黄酒、胡椒粉、食用油、小苏打、干淀粉。,,孜然羊肉
原料：牛油果果肉、低筋面粉、糖粉、泡打粉、小苏打、鸡蛋。,,牛油果磅蛋糕
原料：白菜、葱、姜、蒜、油、酱油、醋、白糖、香辣香菇酱、水淀粉。,,鱼香白菜
原料：鱼头、东北大酱、葱、料酒、酱油、米醋、冰糖、花椒、大料、食盐、姜、蒜。,,侉炖胖头鱼头
原料：土豆、肉末、洋葱、料酒、生抽、白胡椒粉、麻辣鲜、孜然粉、白砂糖、葱花。,,孜然肉末狼牙土豆
原料：咸蛋黄、内酯豆腐、油、盐、鸡精、水、生粉。,,咸蛋黄烧豆腐
原料：鸡蛋、糖粉、低粉、玉米淀粉、黄油、泡打粉、牛奶、果酱。,,华夫饼
原料：西兰花、鹌鹑蛋、番茄酱、白糖、白醋、盐、水、油。,,茄汁虎皮鹌鹑蛋烧西兰花
原料：湖虾、大蒜、大葱、香菜、干辣椒丝、盐、花椒粉、料酒、味精。,,香爆湖虾
原料：娃娃菜、胡萝卜、黑木耳、酱油、盐、葱、蒜、花生油。,,#妈妈的味道#娃娃菜炒黑木耳
原料：白菜、胡萝卜、香菇、水、猪油、盐。,,家常炒白菜
原料：杏鲍菇、五花肉、芹菜、盐、生抽、生姜、大葱、花生油、胡椒粉。,,干煸杏鲍菇
原料：牛肉、洋葱、鸡蛋清、淀粉、料酒、李锦记黒椒汁、盐、食用油。,,洋葱牛柳
原料：面粉、韭菜、猪肉馅、鸡蛋、大虾肉、水发木耳、食用油、食盐、鸡精、酱油。,,三鲜馅儿饺子
原料：土豆、油、水、淀粉、盐、芥末酱。,,自制炸薯条
原料：绿豆芽、韭菜、蚝油、花椒粒、白醋、盐。,,豆芽炒韭菜
原料：萝卜、面粉、肉馅、鸡蛋、盐、酱青、蚝油、十三香、芫茜粉、糖。,,炸萝卜丝丸子
原料：鸡蛋、大米、胡萝卜、小黄瓜、肉肠、花生油、盐、葱。,,#妈妈的味道#家常蛋炒饭
原料：鸡蛋、牛奶、盐、亚麻籽油。,,#妈妈的味道#牛奶虾仁蒸蛋
原料：姬松茸、鸡、葱、料酒、水、姜、枸杞、红枣、面粉。,,姬松茸鸡汤
原料：胡萝卜、老豆腐、黑木耳、葱、五香粉、盐、玉米油、蚝油。,,#妈妈的味道#胡萝卜豆腐馅水饺
原料：青菜合盘、菌菇、火锅鱼丸、肥牛、五花肉片、龙口粉丝、干豆腐、郫县豆瓣酱、芝麻酱、香油、生抽、白糖、盐、花椒、麻椒、花生、葱花、蒜末、四川花椒油。,,麻辣拌
原料：龙须面、香葱、猪肥膘、生抽、糖、陈醋、老抽、盐。,,葱油拌面
原料：折耳根、香菜、花椒面、五香粉、花椒油、芝麻油、油辣子、蔬之果、生抽、米醋、食盐。,,#妈妈的味道#爽口菜凉~拌折耳根
原料：鸡爪、指天椒、蒜、洋葱、红头葱、香菜、花生油、盐、红烧酱油、料酒、陈皮、生姜、八角。,,红烧虎皮凤爪
原料：葱、猪肉糜、豆腐皮、油、冬笋、面粉、盐、鸡蛋、生粉、胡萝卜。,,丽水小骄傲过年喜欢自制葱花肉
原料：面粉、水、鸡蛋、酵母、盐、植物油。,,＃妈妈的味道＃健康油条
原料：鸡胸肉、香菇酱、麻油、红辣椒、香葱、生姜、陈皮。,,麻油手撕鸡胸肉
原料：黑巧克力、鲜奶油、鸡蛋、白巧克力、草莓、又伊鲜原味酱油。,,酱油巧克力慕斯
原料：藕、糯米、红糖、红枣、桂花酱。,,＃妈妈的味道＃桂花糯米藕
原料：排骨、葱、姜、蒜、酱油、料酒、盐、冰糖。,,红烧排骨
原料：面包粉、酵母、盐、细砂糖、鸡蛋液、牛奶、黄油。,,牛奶吐司
原料：梅干菜、猪肉、姜片、面粉、老抽、生抽、白糖、盐巴、酵母、泡打粉、温水。,,梅干菜猪肉包
原料：西红柿、鸡蛋、老姜、香葱、盐、葵花油。,,#妈妈的味道#西红柿炒鸡蛋
原料：面粉、酵母、水、花生油、糖。,,新春馒头
原料：牛肉、笋子、洋葱、姜片、豆瓣酱、香叶、八角、桂皮、红辣椒、花椒、酱油、高度白酒、料酒、油、盐。,,牛肉焖笋
原料：豆干、香葱、干辣椒、酱油、盐。,,香辣焖豆干
原料：新鲜银耳、黄冰糖、红枣、枸杞、干桂圆、百合片。,,新鲜银耳羹
原料：土豆、培根、面粉、芝士、油。,,芝士培根土豆饼
原料：鸡腿、沙茶酱、鸡蛋、葱、蒜、淀粉、酱油、红酒醋、盐、油。,,沙茶酱鸡肉丸
原料：茄子、蒜、黄豆酱、香菜、葱。,,蒜泥茄子
原料：小鲍鱼、鸡肉、灰树菇、姜、盐。,,灰树花鲜鲍鱼鸡汤
原料：牛肉片、洋葱、水、酒、老抽、生抽、砂糖、盐、高汤汁、生姜。,,牛肉盖饭
原料：鸡胸肉、香菜、干辣椒、花椒、生抽、老抽、辣椒粉、香醋、糖、盐、油。,,香辣鸡丝
原料：面包粉、全麦面粉、黄油、盐、酵母、糖、苏打、水、鸡蛋。,,健康牛角包
原料：铁棍山药、大米、小米。,,山药二米粥
原料：苹果、冰糖、枸杞、红枣、葡萄干、蔓越莓干。,,蒸苹果
原料：韭菜、猪梅花肉、生抽、葱、盐、姜。,,#妈妈的味道#韭菜炒肉
原料：土豆、芹菜、干红辣椒丝、白醋、盐。,,#妈妈的味道#酸辣土豆丝
原料：牛油果、意面、全脂牛奶、芝士碎、火腿片、橄榄油、盐、黑胡椒、大蒜。,,牛油果火腿意面
原料：鸡蛋豆腐、剁椒、大蒜、香葱、小尖椒、鲜味酱油、白糖。,,脆皮蘸水豆腐
原料：牛油果、三文鱼、洋葱、柠檬、香菜、蒜、朝天椒、黑麦面包、盐、黑胡椒、橄榄油、糖。,,牛油果三文鱼
原料：羊腿、葱、姜、花椒、料酒、水。,,清炖羊腿肉
原料：长粒糯米、红枣、蜜枣、红芸豆。,,红枣切糕
原料：蒜黄、猪肉、料酒、干辣椒、生抽、食盐、姜、水淀粉、白胡椒粉。,,蒜黄炒肉丝
原料：白菜叶、肉末、香菇、木耳、胡萝卜、蚝油、盐、姜末、水淀粉、葱、洋葱、生抽。,,百财福袋
原料：鱼头、鱼脊骨、白萝卜、姜、泡椒、花椒、油、大葱、盐、沙香、八角、料酒、清水。,,鱼骨汤
原料：海参、番茄、熟牛肉、面条、香菜、食盐、油、生抽、鸡精。,,番茄牛肉海参面
原料：猪血、蒜苗、蒜、植物油、生抽、盐、料酒。,,蒜蓉猪血
原料：韭菜、鸡蛋、盐、香油、淀粉。,,韭菜蛋花汤
原料：面粉、火腿肠、黄瓜、胡萝卜、生菜、熟芝麻、葱、豆瓣酱、番茄酱、辣黄豆酱、辣面、韭菜、盐、十三香、鸡粉、色拉油。,,卷饼
原料：大米、寿司海苔、干葫芦丝、蟹肉棒、干香菇、昆布、鸡蛋、黄瓜、原味酱油、糖、盐、米醋、味淋。,,惠方卷
原料：青椒、西红柿、酱油、白糖、番茄酱、盐。,,红烧茄子
原料：面粉、酵母、泡打粉、南瓜、紫薯、白糖。,,花样馒头
原料：棉花糖、黄油、蔓越莓、卡乐比麦片、杏仁、奶粉。,,火爆朋友圈的“雪花酥”
原料：酸奶、蛋清、细砂糖、玉米淀粉、奶粉、柠檬汁。,,蛋白酸奶溶豆
原料：蒜、醋。,,腊八蒜
原料：土豆、肉糜、酱油、醋、糖、生粉、油、料酒。,,肉糜土豆丝
原料：韭菜、鸡蛋、生抽、花椒粉、料酒、盐、虾皮、味素、香油、胡萝卜汁、红火龙果汁、菠菜汁、紫甘蓝汁、水。,,五福饺子
原料：南瓜、红薯、奶油、糖、牛奶。,,红薯南瓜汤
原料：鸡腿、土豆、胡萝卜、西兰花、土耳其烤肉料、洋葱、蜂蜜、黑胡椒、柠檬、盐、橄榄油。,,土耳其风味杂蔬烤鸡腿
原料：全麦面粉、牛奶、黄油、奶粉、酵母、白糖、盐、黑加仑果干、蔓越莓果干、开心果仁、榛子仁、松子仁。,,全麦果仁欧包
原料：牛奶、白糖、红茶包、棉花糖。,,焦糖奶茶
原料：面粉、酵母、清水、豆沙馅。,,发面豆沙盘龙饼
原料：平菇、尖椒、孜然粉、辣椒粉、盐、葱姜。,,孜然平菇
原料：蝉蛹、芹菜、孜然、熟芝麻、盐、花椒粉、辣椒面。,,孜然干煸蝉蛹
原料：韭菜、粉条、瘦肉、酱油、蚝油。,,家常小炒 韭菜粉条
原料：鸡腿肉块、干辣椒、花椒粒、葱、姜、蒜、盐、糖、淀粉、菜籽油、白芝麻。,,辣子鸡丁
原料：面粉、酵母。,,懒人版玉米发糕
原料：蓝莓、土豆、有机米粉。,,【蓝莓土豆泥米粉糊】6m+
原料：面粉、黄瓜汁、酸菜、油、蚝油、酱油、十三香、葱、姜、香菜。,,福袋锅烙
原料：血糯米、桂圆干、莲子、红豆、干百合、红枣、花生米、熟核桃仁、冰糖。,,血糯米八宝粥
原料：科尔沁筋头巴脑、腌豇豆、榛蘑、大喜大红烧排骨酱、姜、大蒜、葱、香菜、油。,,豇豆榛蘑烧牛肉
原料：鸡肉、大豆筋、葱、花椒、盐、酱油、鲜椒酱、蒜、姜。,,鸡丝豆筋
原料：猪肚、老鸡、松茸、生姜片、盐、胡椒、面粉、料酒。,,松茸猪肚鸡
原料：红肠、大米、土豆、玉米、蒜。,,红肠焖饭
原料：鱼尾、葱、姜、料酒、生抽、醋、糖、花椒、植物油。,,红烧鱼尾
原料：菠菜、咸鸭蛋、葱、蒜、生抽、醋、盐、植物油、糖。,,咸鸭蛋浇汁菠菜
